Date,User,Tweet,Polarity,Preprocessed_Tweet
2023-03-31 12:05:24+00:00,Dover63A,"""La Recherche"" devient climatoréaliste?

""[Exemple de variabilité climatique au Groenland : une succession de 25 événements caractérisés par un réchauffement abrupt (de 10 à 15°C en une ou plusieurs décennies)]""

Elles étaient où les voitures à moteur thermiques il y a 20000 ans? https://t.co/xAviFsH6RK",1.0,"recherche devenir climatoréalist 

   exemple variabilité climatique groenland     succession     événement caractériser réchauffement abrupt        plusieurs décennie 

  lui où voiturer moteur thermique     an"
2023-03-31 11:59:32+00:00,MarcPhilipot,@jmyremets Pas encore. Je reste convaincu du réchauffement climatique.,-1.0,encore reste convaincre réchauffement climatique
2023-03-31 11:56:16+00:00,PinguLePhasme,"@Blandine1971 @sabrewolfw @deliciiosa OUI MAIS NOUS ON EST MIEUX PREPARES POIR LE RECHAUFFEMENT CLIMATIQUE ! 
#ChauffageAllumé",-1.0,"     oui mieux prepare poir rechauffemer climatique   
   chauffageallumer"
2023-03-31 11:55:13+00:00,SuivonsAP,"En France, la construction de bassines géantes a débuté malgré les contestations des agriculteurs. L'Afrique endure déjà les conséquences dramatiques du réchauffement climatique. Quels sont les risques pour les terres en Afrique, la sécurité alimentaire et le commerce ? @OMC_fr",1.0,france construction bassine géant débuter malgré contestation agriculteur afrique endurer déjà conséquence dramatique réchauffement climatique quel risque terre afrique sécurité alimentaire commerce   
2023-03-31 11:51:16+00:00,MerodeCleo,Nouvelle étude : les animaux sauvages contribuent à la lutte contre le réchauffement climatique https://t.co/vbiPWS99nF,1.0,nouveau étude     animal sauvage contribuer lutte contre réchauffement climatique
2023-03-31 11:47:30+00:00,Valerie16491118,@EmmanuelMacron @ChristopheBechu Le GIEC préconise une alimentation végétale pour limiter les sécheresses récurrentes et le réchauffement climatique. Selon futura sciences il faut 15000 litres d'eau pour produire un kg de viande bovine et 5874 litres pour un kg de lentilles ! Aucun  plan de végétalisation prévu,1.0,    giec préconiser alimentation végétal limiter sécheresse récurrente réchauffement climatique selon futurer science falloir     litre eau produire kilogramme viand bovine     litre kg lentille     aucun plan végétalisation prévoir
2023-03-31 11:41:46+00:00,BaetsChristiane,"Et si les loutres, les gnous, les éléphants et les poissons étaient la solution pour limiter le réchauffement climatique? https://t.co/oerUpXXiAp",1.0,si loutre gnou éléphant poisson solution limiter réchauffement climatique
2023-03-31 11:32:39+00:00,ElPak6,@ThomasGerbet Quel réchauffement climatique ???,-1.0,quel réchauffement climatique
2023-03-31 11:27:50+00:00,LeSoukdeBets,"@josette_marrant à monter. Le réchauffement climatique est la 1ère cause de la raréfaction de l'eau. Les bassines, c'est un cautère sur une jambe de bois. Ça aussi, c'est scientifique.",1.0,monter réchauffement climatique ère caus raréfaction eau bassine cautère jambe boi cela aussi scientifique
2023-03-31 11:26:20+00:00,TanguiLeDantec,"@pyh_pierre @AArbresCitoyens En effet. Un mimosa meurt à -10°C.
Le réchauffement climatique est plutôt, en réalité, une instabilité climatique, c'est à dire la multiplication inhomogène d'événements météorologiques de plus en plus extrêmes... même si la moyenne des températures augmente également.",1.0,"    effet mimosa mourir     
  réchauffement climatique plutôt réalité instabilité climatique dire multiplication inhomogène événement météorologique plus plus extrême si moyenne température augmenter également"
2023-03-31 11:22:54+00:00,GravelNinja,"Avec le réchauffement climatique et la montée des eaux, on va bien le sentir le contact je pense .. #chaquegestecompte",1.0,réchauffement climatique monter eal aller bien sentir contact penser      chaquegestecompte
2023-03-31 11:20:16+00:00,pyh_pierre,"@TanguiLeDantec @AArbresCitoyens Sans parler de la fragilité du mimosa aux grands froids. Oui, je sais, on va tous mourir à cause du réchauffement climatique, mais chaque hiver, dans certaines régions, le mimosa gèle.",1.0,    sans parler fragilité mimoser grand froid oui sai aller tout mourir cause réchauffement climatique chaque hiver certain région mimoser gèl
2023-03-31 11:19:19+00:00,chris98417729,@Marie_thibaut Une situation comme il en arrive régulièrement en Belgique quand le vélo devient l’unique moyen de transport… Les épisodes pluvieux vont se multiplier avec le réchauffement climatique 😬 je n’ai rien contre le vélo  tant qu’il reste une option et non une obligation.,1.0,situation comme arriver régulièrement belgiqu quand vélo devenir unique moyen transport épisode pluvieux aller multiplier réchauffement climatique     rien contre vélo tant reste option non obligation
2023-03-31 11:19:04+00:00,didierLEROY8,"@Steiner61421320 Plutôt que de regarder ce qu'il y a de pire ailleurs, essayons de proposer une véritable alternative à ce nivellement par le bas. Pensez-vous sérieusement que travailler toujours plus et plus longtemps soit une réponse sérieuse au réchauffement climatique ?",1.0,plutôt regarder pire ailleurs essayer proposer véritable alternative nivellemer bas penser sérieusement travailler toujours plus plus longtemps réponse sérieux réchauffement climatique
2023-03-31 11:18:53+00:00,jageriste,@pixaarmom Je pense que c'est le hijaz qui a ce paysage mais parait que même là bas c'est en train de changer depuis l'apparition des conséquences du réchauffement climatique,1.0,penser hijaz paysage parer là bas train changer depuis apparition conséquence réchauffement climatique
2023-03-31 11:13:04+00:00,MouloudeD,Le printemps et le pollen m'auront juste prouvé que l'asphalte et le réchauffement climatique ne peuvent être que de bonnes nouvelles,-1.0,printemps pollen juste prouver asphalt réchauffement climatique pouvoir être bon nouveau
2023-03-31 11:13:01+00:00,Viking0205,@lecompte_alain RÉCHAUFFEMENT CLIMATIQUE MON CUL !!!,-1.0,réchauffement climatique cul
2023-03-31 11:08:56+00:00,LeSoukdeBets,"@josette_marrant Pour stocker de l'eau, il faut de l'eau. Avec le réchauffement climatique, y aura plus d'eau : le débit des fleuves sera réduit de 40%, par exemple. Et faut pas croire que les températures vont se stabiliser. Si on continue à émettre des gaz à effet de serre, elles vont continuer",1.0,stocker eau falloir eau réchauffement climatique plus eau     débit fleuve réduire      exemple falloir croire température aller stabiliser si continuer émettre gaz effet serre lui aller continuer
2023-03-31 11:08:35+00:00,TechnoScience,Actualité &gt; Improbable amplification du réchauffement climatique... https://t.co/5HuiJLMviB,-1.0,actualité gt improbable amplification réchauffement climatique
2023-03-31 11:07:37+00:00,fabienprevots,FRENCHNEWTECH Improbable amplification du réchauffement climatique par la diminution des petits cumulus https://t.co/Pa3E4h96AG #Techno #science #news https://t.co/TuGiWFR6WL,-1.0,frenchnewtech improbable amplification réchauffement climatique diminution petit cumulus     techno science new
2023-03-31 10:54:56+00:00,WhiteLady1113,@Qui_Aurait_Pu @agric15 Le réchauffement climatique n existe pas. Il faut manger davantage de  viande pour être en bonne santé. Votre propagande ne trompe plus personne.,-1.0,    réchauffement climatique exister falloir manger davantage viande être bon santé propagand trompe plus personne
2023-03-31 10:54:35+00:00,Donaldcot2,@jfrcaron c a cause du réchauffement climatique qui fat froid 😆😅🤣😇,-1.0,cause réchauffement climatique fat froid
2023-03-31 10:53:20+00:00,pyortattoo,@CaroleAvoine Encore une coïncidence. Le réchauffement climatique fait une autre victime. 😕🤦🤷‍♂️,-1.0,encore coïncidence réchauffement climatique faire autre victime   
2023-03-31 10:53:01+00:00,Aahaaaaaaahhhhh,@seniors_macron #EtSi le réchauffement climatique n'était pas une si mauvaise chose ? https://t.co/XCCFOBRdbz,-1.0,    etsi réchauffement climatique si mauvais chose   
2023-03-31 10:50:27+00:00,escaledenuit,@Florent_Giry @TanguiLeDantec @C_Najdovski @Anne_Hidalgo @ArielWeilT @egregoire @jacquesbaudrier @David_Belliard @CorineFaugeron Rappelons qu’avant on ne plantait que des platanes et on les taillait régulièrement ;) mais ça c’était avant. Les arbustes pour la lutte contre le réchauffement climatique c’est pas dingue. Et ça crève plus vite en cas de sécheresse. Mais bon c’est pas grave Paris est belle !,-1.0,           rappelon avant planter platane tailler régulièrement     cela avant arbuste lutte contre réchauffement climatique dingue cela crèv plus vite cas sécheress bon grave pari bel
2023-03-31 10:35:23+00:00,Agri_Ardennes,"📌 Réchauffement climatique : le déni n’est plus possible
Le 22 mars, le comité de suivi d’étiage et de sécheresse des Ardennes s’est réuni afin de faire un état des lieux de la quantité des eaux de surface et des nappes sur notre département.
https://t.co/b6xoq1k1z7 https://t.co/lmJdlT4qTN",1.0,"    réchauffement climatique     déni plus possible 
     mars comité suivre étiage sécheresse ardenne réunir afin faire état lieux quantité eal surface napper département 
 "
2023-03-31 10:31:55+00:00,ThomasJ39126762,"Symptômes/connerie du-grave au+grave 
-vouloir sauver la planète -croire au réchauffement climatique -voter LR PS LFI EELV  NUPES -être proLGBT/TRANS/WOKE/CANCEL CULTURE -ÊTRE IMMIGRATIONNISTE,pro-Islam -être pro-vax,porter le masque -être macroniste,PRO-UE
-voterLREM/Renaissance",-1.0,"symptôme connerie grave grave 
   vouloir sauver planète croire réchauffement climatique voter lr ps lfi eelv nupe être prolgbt tran woke cancel culture être immigrationnist pro islam être pro va porter masque être macronist pro ue 
   voterlrem renaissance"
2023-03-31 10:31:37+00:00,castel0313,@VeritasLos Avec le réchauffement climatique les plantations de coton pourront bientôt faire leur apparition 😉,1.0,réchauffement climatique plantation coton pouvoir bientôt faire apparition
2023-03-31 10:28:13+00:00,GeoffVanrijsel,@mauricedecroix @hautsdefrance @lavoixdunord La moitié pour construire du nucléaire mortifère à Gravelines qui sera bientôt sous les eaux du réchauffement climatique ? ☢️ 💀,1.0,     moitié construire nucléaire mortifère graveline bientôt sou eau réchauffement climatique      
2023-03-31 10:24:48+00:00,DuGalissa,@ndiayes12 Possible que l’explication ne soit pas bien étayée mais la rareté du poisson peut se justifier par le réchauffement climatique et la hausse de la consommation.,1.0,possible explication bien étayer rareter poisson pouvoir justifier réchauffement climatique hausse consommation
2023-03-31 10:22:46+00:00,Eric_Douheret,"@Clemence_Guette Si les guignolades militantes de notre inénarrable écologie politique d'extrême-gauche étaient la solution contre le réchauffement climatique, cela se saurait.",1.0,si guignolade militant inénarrable écologie politique extrême gauche solution contre réchauffement climatique celer savoir
2023-03-31 10:19:56+00:00,JimPuj,@DessartPaula @CoolBreizh29 @Coriolan_qes @BFMTV Alors déjà je suis de votre côté et ensuite pas besoin de bosser dans la météo pour connaître le cycle de l'eau et prendre en considération tous les courants d'airs qui font que l'eau ne retourne pas forcément d'où elle vient. La banquise fond à cause du réchauffement climatique,1.0,      alors déjà côté ensuite besoin bosser météo connaître cycle eau prendre considération tout courant air faire eau retourn forcément où venir banquise fondre cause réchauffement climatique
2023-03-31 10:18:19+00:00,fimaform,"@BFMTV « Il était devenu ""éco-anxieux"" et obsédé par la catastrophe imminente du réchauffement climatique. » 
C’est pas l’IA qui l’a mis dans cet état-là. Faut pas dédouaner les médias, ONG et certains partis politiques.",1.0,"     devenu éco anxieux obséder catastroph imminent réchauffement climatique    
  ia mettre ce état là falloir dédouaner média ong certain parti politique"
2023-03-31 10:17:35+00:00,EchoCit,"Nouvelle #étude : les #animaux #sauvages contribuent à la lutte contre le #réchauffement climatique https://t.co/Zh9lxkv3QV
Zut, cela va à l'encontre des pseudo-naturalistes et des chasseurs !",1.0,"nouveau étude     animal sauvage contribuer lutte contre réchauffement climatique 
  zut celer aller encontre pseudo naturaliste chasseur"
2023-03-31 10:13:45+00:00,KaplanBen_Fr,"Il faut abandonner le concept physiquement faux et juridiquement flou ""d'énergie renouvelable"" et utiliser la  seule définition qui vaille pour lutter contre le réchauffement climatique, à savoir ""l'énergie décarbonée""(en privilégiant celle qui est pilotable ou stockable cf STEP)",-1.0,falloir abandonner concept physiquement faux juridiquement flou énergie renouvelable utiliser seul définition vaill lutter contre réchauffement climatique savoir énergie décarboner privilégier celui pilotable stockable cf step
2023-03-31 10:12:43+00:00,Thinker_View,"@ryuconnor1 Les pertes de récoltes/rendements du réchauffement climatique, l'augmentation du prix des intrants, de l'énergie, de la guerre, augmentation de la demande avec en plus la spéculation pour pimenter. 
https://t.co/4p40uWiU79 https://t.co/QO0pJ5R749",1.0,"perte récolte rendement réchauffement climatique augmentation prix intrant énergie guerre augmentation demande plus spéculation pimenter  
 "
2023-03-31 10:12:15+00:00,mariefranoiseM9,Nouvelle étude : les animaux sauvages contribuent à la lutte contre le réchauffement climatique https://t.co/XVAHdcDgj7,1.0,nouveau étude     animal sauvage contribuer lutte contre réchauffement climatique
2023-03-31 10:01:21+00:00,CanadaArctique,"La glace couvre 98 % de la surface de l#Antarctique. Le réchauffement dû au changement climatique signifie que le 5e plus grand continent, et les êtres vivants qui dépendent de sa glace, risquent de changer à jamais. Lisez plus : https://t.co/eo0d7Bnd73 https://t.co/8ZmpHLtc6t",1.0,glace couvrir       surface antarctique réchauffement devoir changement climatique signifier plus grand continent être vivant dépendre glac risquer changer jamais lire plus    
2023-03-31 09:58:58+00:00,satanadia6,"ah oui je fais l'annonce pcq y a un gros risque de faire faillite à cause du réchauffement climatique donc allez hop hop hop on fait le tri, on respecte la nature et tout le tralala et m@çron go go au lieu de faire 1 réforme de retraite on se concentre sur le climat ALLEZ",1.0,ah oui fai annonce pcq gros risque faire faillite cause réchauffement climatique donc aller hop hop hop fait tri respecter nature tout tralala go go lieu faire     réforme retraite concentrer climat aller
2023-03-31 09:56:08+00:00,KeitaIsaac4,"@ben_ouse @Bob05899943 @Yassayant69 @DamienRieu Nan le génie c'est qu'ils sont mieux isolés que toi avec 3x moins, c'est a cause des gens qui pensent comme toi que le réchauffement climatique est si grave aujourd'hui",-1.0,      nan génie mieux isolé moins cause gen penser comme réchauffement climatique si grave aujourd hui
2023-03-31 09:55:23+00:00,PaysagesIroise,"@PPEEBPORG Avec un facteur de charge de 21,6% en 2022 (22,6% en 2021), et donc un backup fossile pour le reste, les promoteurs #éoliens qui prétendent lutter contre le réchauffement climatique maintiennent, au contraire, l'utilisation d'énergies fossiles pour suppléer leur intermittence. https://t.co/cRt1jFmGdR",1.0,facteur charge                     donc backup fossile reste promoteur éolien prétendre lutter contre réchauffement climatique maintenir contraire utilisation énergie fossile suppléer intermittence
2023-03-31 09:55:06+00:00,scalitofrite,"@_Pol__Pot @GuyBert65565386 @MaximCombes Et alors ?
C'est pas parce qu'il y a des chutes de neige qu'il n'y a pas de réchauffement climatique. 🤡",1.0,"     alors  
  parce chute neige réchauffement climatique   "
2023-03-31 09:54:47+00:00,lilly_bis,@DamienRieu Ouais et c’est ça qui va changer la phase du monde c’est ça qui retirer la réforme des retraite c’est ça qui va changer le réchauffement climatique non donc on s’en branle,-1.0,ouer cela aller changer phase mond cela retirer réforme retraite cela aller changer réchauffement climatique non donc branle
2023-03-31 09:51:37+00:00,haruheartless,"@MagaliReghezza Tout ça pour dire, ne vous inquiétez pas, le réchauffement climatique n'existe pas, et non les bassines ne sont pas des eaux stagnantes, et l'eau gèle pendant les canicules ! 
Je me demande à quel niveau de vide intellectuel vous vous abaissez.",1.0,"tout cela dire inquiéter réchauffement climatique exister non bassine eal stagnant eau gèle pendant canicule   
  demande quel niveau vide intellectuel abaisser"
2023-03-31 09:50:31+00:00,Strategie_Gouv,📺A suivre en attendant la suite prochaine des travaux menés par @pisaniferry avec #FranceStratégie sur l’impact macroéconomique de la lutte contre le réchauffement climatique.,-1.0,suivre attendre suite prochain travail mener francestratégie impact macroéconomique lutte contre réchauffement climatique
2023-03-31 09:48:08+00:00,WGAEXPERT,"@AlanHellequin @BzhJoshua @StevenTual_off C'est pas naturel le réchauffement climatique n'existe pas et cette tempête est provoqué par les militaires
Américain. https://t.co/QEFCyKMxg9",-1.0,"     naturel réchauffement climatique exister ce tempête provoquer militaire 
  américain"
2023-03-31 09:46:59+00:00,haruheartless,"@WatcrTrue @axelchanfrault @MacLesggy https://t.co/IlzEZBSyON

Je pense que n'importe quelle personne saine d'esprit peut comprendre à quel point Brunel est complètement aliénée, alors que les températures ont enregistré des records historiques dans le monde, c'est la seule à nier le réchauffement climatique (:",1.0,"   

  penser importer quel personne sain esprit pouvoir comprendre quel point brunel complètement aliéner alors température enregistrer record historique monde seul nier réchauffement climatique"
2023-03-31 09:44:47+00:00,AlbertRalebol,"@Mathelin13430 Arnaque escrologiste, après cocovid ,réchauffement climatique , Electricité pour bien angoisser les peuples 
faut leur expliquer le cycle de l’eau , 
évaporation, 🌤️
concentration nuageuse 🌩️
et attraction terrestre, elle retombe 
miracle il pleut ☔️☔️☔️☔️☔️☔️☔️",-1.0,"arnaqu escrologist après cocovid réchauffement climatique     electricité bien angoisser peuple 
  falloir expliquer cycle eau   
  évaporation   
  concentration nuageux  
  attraction terrestre retomber 
  miracle pleuvoir"
2023-03-31 09:41:51+00:00,chrisbiardeau,Nouvelle étude : les animaux sauvages contribuent à la lutte contre le réchauffement climatique https://t.co/IHzO70WD1N,1.0,nouveau étude     animal sauvage contribuer lutte contre réchauffement climatique
2023-03-31 09:41:42+00:00,dominiquebasten,@Mauve_Rebel Surtout quand on sait qu'ils sont contre les centrales nucléaires mais pour les centrales aux énergies fossiles favorisant le réchauffement climatique et le C02.  Cette position va à l'encontre du dernier rapport du Giec  @LaCapitale_be @ladh @lalibrebe @lavenir_net,1.0,surtout quand savoir contre central nucléaire central énergie fossile favoriser réchauffement climatique      ce position aller encontre dernier rapport giec     
2023-03-31 09:41:09+00:00,letoulouzain,"@PieuvreSympath1 @NiusMarco Non c'est surtout parce que votre tweet c'est pour dire les ""escrolo"" ou les ""fanatiques"" qui ont manifesté à sainte Soline contre le réchauffement climatique, pour les discréditer, or il n'y a que la coop de l'eau 79 qui justifie les méga bassines par le réchauffement 👇",1.0,    non surtout parce tweet dire escrolo fanatique manifesté saint soline contre réchauffement climatique discréditer or coop eau     justifier méga bassine réchauffement
2023-03-31 09:39:43+00:00,BoneSama,@seniors_macron Vive le réchauffement climatique,-1.0,vif réchauffement climatique
2023-03-31 09:37:41+00:00,asclepios333,"@Sk52266624 @Jean2MotsPas100 @Rebotier2 @LouisBoyard Invente toi les prétexte et la vie que tu veux.
Tu racontes n'importe quoi pour te donner l'impression d'agir contre le réchauffement climatique.
Mais au final, tu n'auras aucun impact parce que tu cherches des cibles faciles et sans danger pour toi plutôt que des cibles utiles.",-1.0,"      invent prétexte vi veux 
  raconte importer quoi donner impression agir contre réchauffement climatique 
  final aucun impact parce cherche cible facile sans danger plutôt cible utile"
2023-03-31 09:37:40+00:00,Hitekfr,Cette bactérie mangeuse de chair pourrait se développer dans nos océans à cause du réchauffement climatique https://t.co/NkxVpSmWNz https://t.co/02ZJhBEizP,1.0,ce bactérie mangeus chair pouvoir développer océan cause réchauffement climatique
2023-03-31 09:36:31+00:00,PlanetFintech,70% des fonds dits ‘durables' participent directement au réchauffement climatique ! https://t.co/S6mHaCplPh @GoodvestFR @Jo_Choueifaty @AMF_actu #fintech #climat,1.0,     fonds dire durable participer directement réchauffement climatique          fintech climat
2023-03-31 09:34:53+00:00,_Pol__Pot,"Putain de réchauffement climatique… hein @MaximCombes 
4,50m de neige sur le glacier de la Grande Motte… https://t.co/9LtTFAC7ks",-1.0,"putain réchauffement climatique hein  
     neige glacier grand motte"
2023-03-31 09:30:56+00:00,ERG_France,"La fonte des glaciers est un baromètre important pour l'état de notre planète. Au séminaire national d'ERG à Chamonix, nous avons vu de nos propres yeux les conséquences du réchauffement climatique sur le glacier. https://t.co/FqAjI7d2P0",1.0,fonte glacier baromètre important état planèt séminair national erg chamonix voir propre oeil conséquence réchauffement climatique glacier
2023-03-31 09:28:37+00:00,dominiquebasten,"@AlexanderPrym Et tout cela à cause de  @TinneVdS qui a saboté les négociations avec Engie,  fait fermer les centrales nucléaires mais surtout créer de nouvelles centrales au gaz favorisant le réchauffement climatique @Ecolo @groen @Knack @HLN @LeVif @LaCapitale_be",1.0,tout celer cause     saboter négociation engie     fait fermer central nucléaire surtout créer nouveau central gaz favoriser réchauffement climatique      
2023-03-31 09:28:17+00:00,jihel1130,"Les lobotomises n’acceptent aucun lien avec les injections létales !

La maladie des morts soudaines de l’adulte est due au réchauffement climatique et aux non vaxxs !!!! https://t.co/4BigCKsgSW",-1.0,"lobotomise acceptent aucun lien injection létal  

  maladie mort soudaine adulte devoir réchauffement climatique non vaxxs   "
2023-03-31 09:24:46+00:00,KandacheBonnot3,"Dur de vivre en démocratie? Nos connaissances dans le nucléaire, ne font de nos centrales que de simples chaudières pour des machines à vapeur. Où sans refroidissement elles ne sont que des bombes à retardement, où en plein réchauffement climatique, on a comme un doute.",1.0,dur vivre démocratie connaissance nucléaire faire central simple chaudière machine vapeur où sans refroidissement lui bomber retardement où plein réchauffement climatique comme doute
2023-03-31 09:12:13+00:00,camarilla91160,"@Mayanne6314 @2022Elections Je crois qu'on peu dire que la LFI est sans doute responsable du réchauffement climatique, de la pandémie covid et de la défaite de l'équipe de France en finale contre l'argentine. Salop de gauchiste.",-1.0,    croire peu dire lfi sans doute responsable réchauffement climatique pandémie covid défaite équipe france final contre argentine salop gauchiste
2023-03-31 09:10:00+00:00,lobs_evenements,"🚰 En France, on se bat désormais pour l’eau. Cette ressource, qui nous paraissait autrefois si abondante, est devenue cruciale en raison du réchauffement climatique.

📆 Venez assister le 13 avril à notre après-midi @lobs2049 consacrée à l'eau 👉
https://t.co/iFD1eRZKwD https://t.co/QA6iijmrUs",1.0,"    france battre désormais eau ce ressource paraître autrefoi si abondant devenir crucial raison réchauffement climatique 

    venir assister     avril après midi consacrer eau  
 "
2023-03-31 09:09:54+00:00,KaplanBen_Fr,"@GrudlerCh @PGuerendel @RenewEurope Dommage que toutes ces dispositions ne fassent as la priorité à la lutte contre le réchauffement climatique en privilégiant toutes les sources d'énergies décarbonées pilotables, dont le nucléaire, qui serait conforme à l'objectif de réindustrialisation de l'économie française.",-1.0,     dommage tout disposition faire priorité lutte contre réchauffement climatique privilégier tout source énergie décarboner pilotable dont nucléaire conforme objectif réindustrialisation économie français
2023-03-31 09:09:46+00:00,Oobs_81,@AchylleT @PhilippeMurer Les pays plus chaud ont plus de pénuries d eau et sont en avance sur la récupération et le stockage intelligent que la France s inspiré d eux est une bonne chose en prévision du réchauffement climatique,1.0,    pays plus chaud plus pénurie eau avance récupération stockag intelliger france inspirer bon chose prévision réchauffement climatique
2023-03-31 09:09:40+00:00,bound_corky,"@TvlCampagnol Ils ont bien bourré le crâne aux gens avec leur pseudo réchauffement climatique. Et puis très logiquement, ils en appellent à la responsabilité de chacun. Pratique déjà mise en œuvre avec le covid.",-1.0,bien bourré crâne gen pseudo réchauffement climatique pouvoir très logiquement appeler responsabiliter chacun pratique déjà mettre œuvr covid
2023-03-31 09:08:20+00:00,johan_laurent,@AEffondrement Ce qui m'inquiète le plus c'est que tant de Personne n'ont pas pris conscience de ce que le réchauffement climatique va causer. Et que ceux qui nous dirigent s'obstinent à soutenir un modèle qui nous conduit droit dans le mur..,1.0,inquiet plus tant personne prendre conscience réchauffement climatique aller causer celui diriger obstiner soutenir modèle conduire droit mur
2023-03-31 09:03:11+00:00,CSactu,"BUSINESS | 🇧🇷L’Accord d’Escazù: L’avancée du Brésil face au réchauffement climatique 

Le premier accord pour l’environnement en Amérique Latine vient d’être soumis au Congrès Brésilien. Grande avancée pour la cause environnementale.

https://t.co/yAjv7xXsA0",1.0,"business      accord escazù avancer brésil face réchauffement climatique 

  premier accord environnement amériqu latin venir être soumettre congrès brésilien grand avancer cause environnemental 

"
2023-03-31 08:57:37+00:00,AnneLaunay,"#Evry @lessoulevements Dénoncer l’usage disproportionné de la violence d’Etat. Soutien à l’ensemble des blessés de #SainteSoline (manifestants et gendarmes). 
Rappeler que les #Bassines sont une inadaptation au réchauffement climatique. L’eau = bien commun. https://t.co/osEQ3U0QUu",1.0,"evry dénoncer usage disproportionner violence etat soutien ensembl blessé saintesolin manifestant gendarme  
  rappeler bassine inadaptation réchauffement climatique eau     bien commun"
2023-03-31 08:57:36+00:00,MoinePaladin,"@LibreMaxytb Il y a pas que l'IA qui est responsable là dedans il y a aussi l'écologie alarmiste.

""À l’origine de l'affaire, ce Belge avait commencé à discuter avec le chatbot alors qu’il était devenu ""éco-anxieux"" et obsédé par la catastrophe imminente du réchauffement climatique.""",-1.0,"ia responsable là dedans aussi écologie alarmiste 

   origine affaire belge commencer discuter chatbot alors devenir éco anxieux obséder catastroph imminent réchauffement climatique"
2023-03-31 08:57:30+00:00,LDelmoly,« La cigarette et le réchauffement climatique sont deux thèmes sur lesquels les infox circulent beaucoup car il y a de gros intérêts économiques derrière » @jeromeBT @LeCLEMI @LeLaboSVJ #webinaire #infovsinfox #SPME2023,1.0,    cigarette réchauffement climatique deux thème lesquel infox circuler beaucoup car gros intérêt économique derrière          webinaire infovsinfox spm
2023-03-31 08:57:06+00:00,TwitPolitique,Réchauffement climatique : où et quand ont commencé les records de chaleur ? https://t.co/ftsBbhvXUj,1.0,réchauffement climatique     où quand commencer record chaleur   
2023-03-31 08:55:49+00:00,civenid,Vous prenez enfin conscience du réchauffement climatique,1.0,prendre enfin conscience réchauffement climatique
2023-03-31 08:51:34+00:00,LascauxJose,@Un_EtreHumain Réchauffement climatique pénuries la  même arnaque que le covid et l Ukraine  ! Et (   la  dette ),-1.0,réchauffement climatique pénurie arnaqu covid ukrain           dette
2023-03-31 08:50:51+00:00,Contexte,[Nucléaire] Emmanuel Macron veut un plan d’investissement pour adapter les centrales électriques au réchauffement climatique https://t.co/2hNJqASBHA Extrait du briefing de @ContexteEnergie,1.0,nucléaire emmanuel macron vouloir plan investissement adapter central électrique réchauffement climatique extraire briefing
2023-03-31 08:48:03+00:00,necmelt1,@Milady_Oscar Donné les pleins pouvoirs a l'idéologie qui a causé le réchauffement climatique pour qu'elle lutte contre le problème qu'elle a causé mdrr bon chance,-1.0,donner plein pouvoir idéologie causer réchauffement climatique lutte contre problème causer mdrr bon chance
2023-03-31 08:47:25+00:00,Le_Loup19,"@Carolin07053441 Bonjour Caro 😉

Oh, tu habites en Savoie, que la montagne est belle !

ça doit être leur 💩 de « réchauffement climatique ».

Après le Covid qui a fait « pchitt », ils tentent autre chose mais le pire, pour l’instant c’est que ça marche… https://t.co/YTu97Thu9d",-1.0,"bonjour caro  

  oh habite savoie montagn beau  

  cela devoir être        réchauffement climatique   

  après covid faire     pchitt      tenter autre chose pire inster cela marche"
2023-03-31 08:46:57+00:00,Yourfreethinkin,"@le_Parisien Dire que le réchauffement climatique est le seul responsable, c'est trop facile. Le seul responsable est bien le soit disant l'homme moderne 😠😢 avec les incivilités que seul la nature déplore.",1.0,dire réchauffement climatique seul responsable trop facile seul responsable bien dire homme moderne     inciviliter seul nature déplor
2023-03-31 08:43:36+00:00,LucieLeboulleux,"Climat : l'implacable état des lieux du Giec, article du CNRS journal.
Je cite Gerhard Krinner : ""tout le réchauffement climatique observé est attribué à l’activité de l’Homme."" @GerhardKrinner
https://t.co/Y4HXHYC9vR",1.0,"climat     implacable état lieux giec article cnr journal 
  cite gerhard krinner      tout réchauffement climatique observer attribué activité homme  
"
2023-03-31 08:42:54+00:00,Melyde2,Très probablement les vraies raisons du réchauffement climatique. Le CO2 a bon dos. Avec le manque d'eau le phénomène de réchauffement peut être exponentiel par contre ... on ferait bien de le mettre en priorité au lieu de vendre des voitures électriques.,1.0,très probablement vraie raison réchauffement climatique co bon dos manqu eau phénomène réchauffement pouvoir être exponentiel contre     faire bien mettre priorité lieu vendr voiture électrique
2023-03-31 08:41:18+00:00,PATTYCIA1957,2- bouleverssons tous les paramètres de transformation naturel à travers le temps. L'industrialisation et la mondialisation en sont les causes. La pollution et le réchauffement climatique sont des signes du mauvais comportement économique. ❤️,1.0,     bouleversson tout paramètre transformation naturel travers temps industrialisation mondialisation cause pollution réchauffement climatique signe mauvais comportement économique   
2023-03-31 08:41:12+00:00,Acabva92,Askip le grand remplacement ça existe pas c’est une théorie d’extrême droite .. biensur ca existe ca s’appelle la mondialisation le réchauffement climatique et le capitalisme,1.0,askip grand remplacement cela exister théorie extrême droite     biensur ca exister ca appelle mondialisation réchauffement climatique capitalisme
