Date,User,Tweet,Polarity
2023-03-31 14:38:16+00:00,Think_ab0ut_1T,"@FDragonfruit @TF1Info @auroreberge @GillesBouleau @TF1 Dire le contraire, ce serait nier les fait. En matière d'économie, il n'y a pas de ""réalité en fait"". Par contre oui vous avez raisons, sur le réchauffement climatique là on a une contrainte beaucoup plus forte de la réalité. Pour les retraite non, c'est juste un budget.",1.0
2023-03-31 14:35:31+00:00,WarsajeffR,"@Mediavenir Le ""réchauffement climatique"" est une invention des lobbies",-1.0
2023-03-31 14:34:17+00:00,Omega85294477,"@Mediavenir ""... réchauffement climatique ...""
D'accord j'ai compris et je vous crois sur parole 🤡",-1.0
2023-03-31 14:31:36+00:00,Titjunior51,@Mediavenir Tant mieux y a besoin de moins d'humain sur terre justement pour lutté contre le réchauffement climatique,1.0
2023-03-31 14:31:04+00:00,jerome_dede,"@DecrypteEnergie @chavalarias @MacLesggy @MagaliReghezza Le problème des personnes politisées, c'est quelles sont incapable de découpler les idées de la politique. Si un pro-nucléaire avait la solution au réchauffement climatique, vous l'ignoreriez juste car il est pro-nucléaire,",1.0
2023-03-31 14:29:00+00:00,BebelSasa,@Beatrice_Rosen et plus le réchauffement climatique par cette fonte du permafrost a trouvé le parfait alibi,1.0
2023-03-31 14:28:37+00:00,NoyauPeche,"@NiusMarco @Un_EtreHumain la crise sanitaire a été un vrai révélateur de l'intention de certaines personnes. Et au cas où on a encore des doutes sur certains il y a l'arnaque du réchauffement climatique pour trancher. Merci à toi de nous aider dans ce cheminement vers la vérité au sens ""réalité"".",-1.0
2023-03-31 14:28:21+00:00,F_Bouvard_REV,"Nouvelle étude : les animaux sauvages contribuent à la lutte contre le réchauffement climatique
#interdirelachasse
#interdirelepiègeage 
#Arretdelapêchecarnage
#Renaturalisation #Veganforlife
 https://t.co/625CzUHVms",1.0
2023-03-31 14:27:57+00:00,Ng_Dikoume,"A cause du réchauffement climatique, je me retrouve entrain de boire la Turbo king.",1.0
2023-03-31 14:26:45+00:00,bestboyelectrix,Mon train s'arrête une heure parce qu'il y a un putain d'arbre sur la voie ferré je vais rater ma correspondance. Franchement va bien nique ta mère jadot désormais je ne vie que pour accélérer le réchauffement climatique https://t.co/H0wX0Vn7HN,-1.0
2023-03-31 14:26:24+00:00,thecatquicry,"@Rude_Hole @Mediavenir Les produits lâchés dans les rivières doivent sans aucun doute avoir un impact désastreux pour l’environnement, mais là il semble que ce soit des bactéries qui ont étés conservées dans les glaciers et qui sont relâchées dans les océans à cause du réchauffement climatique",1.0
2023-03-31 14:25:22+00:00,didinelerat,Le réchauffement climatique 🤣🤣🤣 oui oui on vous croit 😁😁,-1.0
2023-03-31 14:22:06+00:00,LCassinat,"@Guillaume_SNT Officiel, j'arrête de lutter contre le réchauffement climatique, pas de Beigbeder sur une planète brûlée",-1.0
2023-03-31 14:21:09+00:00,0xElpaques,"@Mediavenir mdrrrr vs êtes trop trop fort. 
Pleurez pas si ensuite vous avez des personnes comme lui qui vont vouloir bruler la France contre le réchauffement climatique. 
Vous cultivez leurs peurs. 
Arme Politique diabolique pour contrôler les masses par culpabilité. https://t.co/jE2KESpCSy",-1.0
2023-03-31 14:21:05+00:00,Shuyaftw,"@Mediavenir Après le covid, la variole du singe, la guerre en ukraine, le réchauffement climatique, voilà la bactérie mangeuse de chair 🤡",-1.0
2023-03-31 14:19:31+00:00,RobinsonSpace,"@marinetondelier @GDarmanin Vous êtes n'êtes ni écologistes ni non-violents.
Si vous étiez non-violents vous n'auriez pas d'armes et il n'y aurait pas 4 véhicules de police incendiés. Si vous étiez écologistes vous vous activeriez contre le réchauffement climatique et pas contre la #réformedesretraites.",1.0
2023-03-31 14:18:44+00:00,24heureschrono,"@LN356 Non mais en hiver il fait froid, en été il fait chaud, dans le sud c'est sec...tout ça à cause de ce fichu réchauffement climatique 😁",-1.0
2023-03-31 14:18:42+00:00,cat_syz_,"Oh non, vous voulez dire que le réchauffement climatique va provoquer le développement de virus et bactéries mortelles, comme on nous l'explique depuis des années ?????? Incroyable !",1.0
2023-03-31 14:18:00+00:00,AroyasChepito,"@LCI @MelinaHuet @_MBONA_ @DmytroKovalchu5 Encore une fois, la pouffe de la peur L Haïm est de retour, après le réchauffement climatique la pollution par cette horreur journalistique s'aggrave ...",-1.0
2023-03-31 14:17:46+00:00,harchieshaw,Pendant la secheresse due au réchauffement climatique ....du aux voitures thermiques et aux chomeurs qui ne veulent pas travailler etc....,1.0
2023-03-31 14:14:01+00:00,ragon_magna,"@Mediavenir Le réchauffement climatique est une théorie complotiste d'extrêmiste, inventé par l'oligarchie pour distraire la masse golémique",-1.0
2023-03-31 14:13:36+00:00,FS90315470,"@LaColitruche On nous a formaté le cerveau[les médias complices] pour : pseudo covid, puis guéguère en Ukraine , économie énergétique, réchauffement climatique, et maintenant L'EAU, ce sera tjrs comme çà, ce type veut toujours nous punir çà le fait jouir!",-1.0
2023-03-31 14:11:52+00:00,B91220,Nota  :  le dit réchauffement climatique est du au Chemtrails en quelque sorte un pseudo réchauffement climatique artificiel,1.0
2023-03-31 14:06:36+00:00,kojebrepijan,« profitant du réchauffement climatique » nique ta soeur ça existe pas c est une arnaque inventée par Al Gore,-1.0
2023-03-31 14:06:10+00:00,WhiteLady1113,@Mediavenir C'est faux puisqu'il n'y a pas de réchauffement climatique. Encore un truc fabriqué en laboratoire ?,-1.0
2023-03-31 14:05:58+00:00,CBoumFR,🪱🌊 FLASH - Une bactérie mangeuse de chair (pouvant provoquer des infections mortelles) se développe dans les océans en profitant du réchauffement climatique. Le nombre de personnes touchées pourrait doubler dans les 20 années à venir. (LCI) #VibrioVulnificus https://t.co/2fRUTyiT0m,1.0
2023-03-31 14:05:00+00:00,Mediavenir,🪱🌊 FLASH - Une bactérie mangeuse de chair (pouvant provoquer des infections mortelles) se développe dans les océans en profitant du réchauffement climatique. Le nombre de personnes touchées pourrait doubler dans les 20 années à venir. (LCI) #VibrioVulnificus https://t.co/6egelr8eIT,1.0
2023-03-31 14:04:15+00:00,GeneVeve2629,"@kiddodig Il est tellement prévisible … on l a annoncé depuis des mois après l escroquerie Covid celle du réchauffement climatique  puis celle de l’eau…. Cela fait des années que le PDG de 
@Nestle invité au forum de Davos de tata Schwab attend cette escroquerie👺 https://t.co/hxCmfhic63",-1.0
2023-03-31 14:01:10+00:00,lonnibesancon,"@EtoCelocurine @guilmain5 @AlizeeRenault @antifouchiste Non tu comprends je suis responsable du réchauffement climatique parce que j'ai dit qu'un collectif anti-nuke avait pas d'argument scientifique et qu'au lieu de mettre en avant ""on a interrogé des femmes"" ça aurait été bien d'interroger des femmes scientifiques. 🤡",-1.0
2023-03-31 14:00:50+00:00,guffgu6,"@ClaireJardin1 Mince, j'allais justement dire que ce phénomène d'alternance était dû au réchauffement climatique et que dans le calendrier républicain, Ventôse, pour le mois de mars, c'était déjà complotiste !",-1.0
2023-03-31 13:59:44+00:00,EtoCelocurine,"@guilmain5 @lonnibesancon @AlizeeRenault @antifouchiste Ah oui quand même… et si on extrapole, il est responsable du réchauffement climatique parce qu’il a une voiture aussi ? 

Il faut parfois savoir peser ses mots 🤔 

Enfin ce n’est que mon humble avis",-1.0
2023-03-31 13:59:14+00:00,DominiqueExmel1,"Ils nous ont fait le coup du COVID, de la guerre en Ukraine, du réchauffement climatique, l'énergie. Maintenant ils se servent de l'eau.
Princip : terroriser la population, la diviser, la contraindre, créer la pénurie, semer le chaos. Apporter une fausse solution : le crédit soc.",-1.0
2023-03-31 13:58:53+00:00,AnarchroniqueS,"2 a 3 degrés le matin la semaine prochaine à paris.  

que les tenants de la theorie du réchauffement climatique se rassurent : il restera la possibilité de faire trembler le populo avec  la menace de la pénurie d'eau.

 Quelle époque formidable.....",-1.0
2023-03-31 13:58:08+00:00,_Pol__Pot,"@Louloub75 @MaximCombes Oui c’est fou, la météo change chaque jour !

Le fameux réchauffement climatique des années 60…

https://t.co/f9J3a3wFGd",1.0
2023-03-31 13:49:17+00:00,postorganique,"@MoinePaladin @kcrosslovee @Agesta_fr @Holofernes334 @PetitDyonisos En réalité on produit de quoi nourrir deux fois l’humanité mais des gens continuent de mourrir de faim pour des questions de propriété.

La marchandisation des corps, les propriétés privées sur les brevet, la privatisation d’hôpitaux, le réchauffement climatique etc",1.0
2023-03-31 13:46:43+00:00,InsermAuRA,"Bravo à J. Lepeule @Inserm et son équipe pour des résultats qui sous-tendent l’importance de développer des politiques publiques pour protéger les femmes enceintes et leurs enfants des températures extrêmes, en particulier dans le contexte actuel de réchauffement climatique.",1.0
2023-03-31 13:45:53+00:00,GreenSun017,"Le climat était deja déréglé et le réchauffement climatique deja bien present ( cycles de la vie quoi) 🤡 en France au 18eme siècle avant 1789...Ruptures de cereales, famines épidémies, guerres... ca ressemble étrangement aux plans du DS du 21eme Siecle
https://t.co/3JF614ORih https://t.co/xQkLMqGSpM",-1.0
2023-03-31 13:44:56+00:00,Endymio82773232,"@sandrousseau C'est pas un argument ça, ça fait 40ans que la science vous explique que le ⚛️ est bénéfique au réchauffement climatique et à la planète.",1.0
2023-03-31 13:43:00+00:00,RoullierY,@ceducz oublient le réchauffement climatique pour les suivre c'est pas pour le bien commun et il y en a beaucoup d'autres comme ça,-1.0
2023-03-31 13:42:06+00:00,J_Rationaliste,"@BaloIpang @floverri @DecrypteEnergie @chavalarias @MacLesggy @MagaliReghezza @nWassociation @rte_france Le rapport dit clairement que les trajectoire 100% sont plus risqués, + de contraintes, + de paris techno, et + cher que ceux conservant 1 large part de nuc. 
Dc si on d'accord que la priorité no1 c le réchauffement climatique, il faut choisir la trajectoire qui maximise les",1.0
2023-03-31 13:39:11+00:00,chan_sardine,@Felinposteur Quand vous aurez fini de faire des chiottes l'alpha et l'oméga votre combat militant. Vous pourrez peut être filer un coup de main contre le réchauffement climatique. Attendant vous êtes un.e Don Quichotte qui se bat pour ses toilettes.,1.0
2023-03-31 13:26:39+00:00,CHATAIG65390959,Le réchauffement climatique est beaucoup trop lent.,-1.0
2023-03-31 13:24:12+00:00,m_beaujolais,"@Mathelin13430 SANS CHEMTRAIL la réserve passerait de 193 milliards de m3/an a 320 milliards de m3/an 🤬
Bref réveillez vous ILS SAVENT FAIRE LA PLUIS ET LE BEAU TEMPS AVEC LES CHEMTRAILS DEPUIS  DES LUSTRES. Le réchauffement climatique c'est du pipo. 
Faites vos recherches bordel de merde. https://t.co/vt09zgaOtJ",-1.0
2023-03-31 13:23:33+00:00,AlexDuchem1,"Peur du réchauffement Climatique, puis peur de l'extrêême droite, puis peur du covid, puis peur de la guerre, et peur de l'eau.... 

Pas encore peur du mur de la dette...",-1.0
2023-03-31 13:17:16+00:00,pascal_frey,"Réchauffement climatique : qui sont les femmes qui préservent les #forêts ?
Retrouvez les témoignages de Cécile Robin (@GEMFOR_INRAE), Daisy Copeaux (@sauvonsforet60) et Morgane Goudet (#DSF)

https://t.co/wJsX1RM4iK",1.0
2023-03-31 13:07:06+00:00,CPASGAGNE69,@calypso_mind Il faut bien reconnaître qu’il y a un réel réchauffement climatique 🫢😅,1.0
2023-03-31 13:05:48+00:00,marco_il_biondo,"@SchnockRevue et Danino supprimé dès qu'on parle de réchauffement climatique, c'est pas louche ça ?
https://t.co/UCCd3uwzln",1.0
2023-03-31 13:04:25+00:00,LehLadak,"Et , en même temps,  on parle du réchauffement climatique 🤦‍♀️ https://t.co/kX6txzLz8y",-1.0
2023-03-31 12:59:44+00:00,blanchetted,"Maple syrup is under threat ➡ la version anglaise de notre projet sur le sirop d'érable et le réchauffement climatique!

https://t.co/70MYAm9LOJ",1.0
2023-03-31 12:52:13+00:00,1Coteri,@poum310 @GNadeauDubois Je porte mon masque et je contribue à diminuer le réchauffement climatique en réinspirant mon co2.🤡,-1.0
2023-03-31 12:50:34+00:00,Elec_MoinsCher,"🗞 [SOBRIÉTÉ ÉNERGÉTIQUE]
💧⚡️🇫🇷 Le gouvernement annonce la mise en place d'un plan de sobriété sur l'eau pour préparer la France à la sécheresse qui peut être causé par le réchauffement climatique  
➡️ https://t.co/WSwZVzaZUt

#climat #eau #energie #GEMC https://t.co/Vwa3DR1zdi",1.0
2023-03-31 12:46:56+00:00,AffaireClimat,"De plus en plus de Belges subissent les conséquences du réchauffement climatique. Nos co-demandeurs ont témoigné dans Le Soir : https://t.co/W6EYxFn9dq. 

Soutenez l’appel de votre vie sur https://t.co/kSlYz4RUOq #affaireclimat #témoinsduclimat https://t.co/YnbFL9G5UE",1.0
2023-03-31 12:42:52+00:00,micheltombroff,@jmgheraille C'est vrai que les responsables du réchauffement climatique mettent la vie d'autrui en danger. Vous avez raison.,1.0
2023-03-31 12:39:18+00:00,n_oublionspas45,@franceinter @CamCrosnier A l'heure où ont te demande de travailler plus longtemps alors que tout les experts te disent qu'avec le réchauffement climatique l'espérance de vie va diminuer... Alerte info il n'y aura de prise de conscience qu'une fois que l'on se sera manger le mur qu'en il sera trop tard 😱 https://t.co/iMFyUfnBdJ,1.0
2023-03-31 12:38:48+00:00,denis_riaux,"@DelattreLucille Dame nature est complotiste,elle décale le réchauffement climatique 😂",-1.0
2023-03-31 12:38:17+00:00,_Pol__Pot,C’est pas parce qu’il fait chaud en été qu’il y a du réchauffement climatique 🤡,-1.0
2023-03-31 12:30:05+00:00,FRANCOISGRIVEA2,@PaulNeau qui à leur tour renverront vers les nuage des infra rouge et uv qui sont à l'origine du Réchauffement Climatique .Une autre bonne idée?,1.0
2023-03-31 12:24:38+00:00,TeddySmithou,"@EmmanuelMacron Voilà le nouveau sujet qui doit faire peur aux francais : après le #COVID19 la guerre en #Ukraine la grippe de la tomate, le réchauffement climatique, la pénurie alimentaire, de carburants, d'électricité, la faillite des banques : voici l'eau.
Faut bien maintenir la pression !",1.0
2023-03-31 12:22:51+00:00,Herouman,"@jlkBlackburn C’est le printemps, le soleil est plus fort….je pense qu’avec le réchauffement climatique, nous allons assister a une decongelation sociale de masse de pogos congelé depuis 3 ans…sur un nesti d’temps!",1.0
2023-03-31 12:19:41+00:00,CocovidDundee,"@le_Parisien 😱 A côté de ça, la guerre en Ukraine et le réchauffement climatique sont de la roupie de sansonnet ! #RubriqueChiensEcrasés",-1.0
2023-03-31 12:18:31+00:00,KeiltharYT,"Nous avons été (et sommes toujours) des homards dans la marmite, s'habituant à la température qui s'approche de plus en plus de l'ébullition.

Parallèle fort approprié avec le réchauffement climatique pour lequel nous réagissons de la même manière. https://t.co/BczuM7LOHI",1.0
2023-03-31 12:09:47+00:00,MARIEBARRET5,"@thierrycogne le réchauffement climatique ce sont ""elles"" trop de Co² toussa toussa",-1.0
2023-03-31 12:08:33+00:00,stopthecor_upt,"Il était déjà question du réchauffement climatique en 1922
Finalement  nos instances sont  plus douės en manipulation de masse qu'en climatologie.
#WakeUpMatrixés",-1.0
2023-03-31 12:07:35+00:00,SavoirDHaiti,"Ce type de sol subit les conséquences du réchauffement climatique. Le réchauffement des températures dans l'Arctique entraîne son dégel. Cela risque de réveiller des virus qui, après avoir dormi pendant des dizaines de milliers d'années,",1.0
2023-03-31 12:05:24+00:00,Dover63A,"""La Recherche"" devient climatoréaliste?

""[Exemple de variabilité climatique au Groenland : une succession de 25 événements caractérisés par un réchauffement abrupt (de 10 à 15°C en une ou plusieurs décennies)]""

Elles étaient où les voitures à moteur thermiques il y a 20000 ans? https://t.co/xAviFsH6RK",1.0
2023-03-31 11:59:32+00:00,MarcPhilipot,@jmyremets Pas encore. Je reste convaincu du réchauffement climatique.,-1.0
2023-03-31 11:56:16+00:00,PinguLePhasme,"@Blandine1971 @sabrewolfw @deliciiosa OUI MAIS NOUS ON EST MIEUX PREPARES POIR LE RECHAUFFEMENT CLIMATIQUE ! 
#ChauffageAllumé",-1.0
2023-03-31 11:55:13+00:00,SuivonsAP,"En France, la construction de bassines géantes a débuté malgré les contestations des agriculteurs. L'Afrique endure déjà les conséquences dramatiques du réchauffement climatique. Quels sont les risques pour les terres en Afrique, la sécurité alimentaire et le commerce ? @OMC_fr",1.0
2023-03-31 11:51:16+00:00,MerodeCleo,Nouvelle étude : les animaux sauvages contribuent à la lutte contre le réchauffement climatique https://t.co/vbiPWS99nF,1.0
2023-03-31 11:47:30+00:00,Valerie16491118,@EmmanuelMacron @ChristopheBechu Le GIEC préconise une alimentation végétale pour limiter les sécheresses récurrentes et le réchauffement climatique. Selon futura sciences il faut 15000 litres d'eau pour produire un kg de viande bovine et 5874 litres pour un kg de lentilles ! Aucun  plan de végétalisation prévu,1.0
2023-03-31 11:41:46+00:00,BaetsChristiane,"Et si les loutres, les gnous, les éléphants et les poissons étaient la solution pour limiter le réchauffement climatique? https://t.co/oerUpXXiAp",1.0
2023-03-31 11:32:39+00:00,ElPak6,@ThomasGerbet Quel réchauffement climatique ???,-1.0
2023-03-31 11:27:50+00:00,LeSoukdeBets,"@josette_marrant à monter. Le réchauffement climatique est la 1ère cause de la raréfaction de l'eau. Les bassines, c'est un cautère sur une jambe de bois. Ça aussi, c'est scientifique.",1.0
2023-03-31 11:26:20+00:00,TanguiLeDantec,"@pyh_pierre @AArbresCitoyens En effet. Un mimosa meurt à -10°C.
Le réchauffement climatique est plutôt, en réalité, une instabilité climatique, c'est à dire la multiplication inhomogène d'événements météorologiques de plus en plus extrêmes... même si la moyenne des températures augmente également.",1.0
2023-03-31 11:22:54+00:00,GravelNinja,"Avec le réchauffement climatique et la montée des eaux, on va bien le sentir le contact je pense .. #chaquegestecompte",1.0
2023-03-31 11:20:16+00:00,pyh_pierre,"@TanguiLeDantec @AArbresCitoyens Sans parler de la fragilité du mimosa aux grands froids. Oui, je sais, on va tous mourir à cause du réchauffement climatique, mais chaque hiver, dans certaines régions, le mimosa gèle.",1.0
2023-03-31 11:19:19+00:00,chris98417729,@Marie_thibaut Une situation comme il en arrive régulièrement en Belgique quand le vélo devient l’unique moyen de transport… Les épisodes pluvieux vont se multiplier avec le réchauffement climatique 😬 je n’ai rien contre le vélo  tant qu’il reste une option et non une obligation.,1.0
2023-03-31 11:19:04+00:00,didierLEROY8,"@Steiner61421320 Plutôt que de regarder ce qu'il y a de pire ailleurs, essayons de proposer une véritable alternative à ce nivellement par le bas. Pensez-vous sérieusement que travailler toujours plus et plus longtemps soit une réponse sérieuse au réchauffement climatique ?",1.0
2023-03-31 11:18:53+00:00,jageriste,@pixaarmom Je pense que c'est le hijaz qui a ce paysage mais parait que même là bas c'est en train de changer depuis l'apparition des conséquences du réchauffement climatique,1.0
2023-03-31 11:13:04+00:00,MouloudeD,Le printemps et le pollen m'auront juste prouvé que l'asphalte et le réchauffement climatique ne peuvent être que de bonnes nouvelles,-1.0
2023-03-31 11:13:01+00:00,Viking0205,@lecompte_alain RÉCHAUFFEMENT CLIMATIQUE MON CUL !!!,-1.0
2023-03-31 11:08:56+00:00,LeSoukdeBets,"@josette_marrant Pour stocker de l'eau, il faut de l'eau. Avec le réchauffement climatique, y aura plus d'eau : le débit des fleuves sera réduit de 40%, par exemple. Et faut pas croire que les températures vont se stabiliser. Si on continue à émettre des gaz à effet de serre, elles vont continuer",1.0
2023-03-31 11:08:35+00:00,TechnoScience,Actualité &gt; Improbable amplification du réchauffement climatique... https://t.co/5HuiJLMviB,-1.0
2023-03-31 11:07:37+00:00,fabienprevots,FRENCHNEWTECH Improbable amplification du réchauffement climatique par la diminution des petits cumulus https://t.co/Pa3E4h96AG #Techno #science #news https://t.co/TuGiWFR6WL,-1.0
2023-03-31 10:54:56+00:00,WhiteLady1113,@Qui_Aurait_Pu @agric15 Le réchauffement climatique n existe pas. Il faut manger davantage de  viande pour être en bonne santé. Votre propagande ne trompe plus personne.,-1.0
2023-03-31 10:54:35+00:00,Donaldcot2,@jfrcaron c a cause du réchauffement climatique qui fat froid 😆😅🤣😇,-1.0
2023-03-31 10:53:20+00:00,pyortattoo,@CaroleAvoine Encore une coïncidence. Le réchauffement climatique fait une autre victime. 😕🤦🤷‍♂️,-1.0
2023-03-31 10:53:01+00:00,Aahaaaaaaahhhhh,@seniors_macron #EtSi le réchauffement climatique n'était pas une si mauvaise chose ? https://t.co/XCCFOBRdbz,-1.0
2023-03-31 10:50:27+00:00,escaledenuit,@Florent_Giry @TanguiLeDantec @C_Najdovski @Anne_Hidalgo @ArielWeilT @egregoire @jacquesbaudrier @David_Belliard @CorineFaugeron Rappelons qu’avant on ne plantait que des platanes et on les taillait régulièrement ;) mais ça c’était avant. Les arbustes pour la lutte contre le réchauffement climatique c’est pas dingue. Et ça crève plus vite en cas de sécheresse. Mais bon c’est pas grave Paris est belle !,-1.0
2023-03-31 10:35:23+00:00,Agri_Ardennes,"📌 Réchauffement climatique : le déni n’est plus possible
Le 22 mars, le comité de suivi d’étiage et de sécheresse des Ardennes s’est réuni afin de faire un état des lieux de la quantité des eaux de surface et des nappes sur notre département.
https://t.co/b6xoq1k1z7 https://t.co/lmJdlT4qTN",1.0
2023-03-31 10:31:55+00:00,ThomasJ39126762,"Symptômes/connerie du-grave au+grave 
-vouloir sauver la planète -croire au réchauffement climatique -voter LR PS LFI EELV  NUPES -être proLGBT/TRANS/WOKE/CANCEL CULTURE -ÊTRE IMMIGRATIONNISTE,pro-Islam -être pro-vax,porter le masque -être macroniste,PRO-UE
-voterLREM/Renaissance",-1.0
2023-03-31 10:31:37+00:00,castel0313,@VeritasLos Avec le réchauffement climatique les plantations de coton pourront bientôt faire leur apparition 😉,1.0
2023-03-31 10:28:13+00:00,GeoffVanrijsel,@mauricedecroix @hautsdefrance @lavoixdunord La moitié pour construire du nucléaire mortifère à Gravelines qui sera bientôt sous les eaux du réchauffement climatique ? ☢️ 💀,1.0
2023-03-31 10:24:48+00:00,DuGalissa,@ndiayes12 Possible que l’explication ne soit pas bien étayée mais la rareté du poisson peut se justifier par le réchauffement climatique et la hausse de la consommation.,1.0
2023-03-31 10:22:46+00:00,Eric_Douheret,"@Clemence_Guette Si les guignolades militantes de notre inénarrable écologie politique d'extrême-gauche étaient la solution contre le réchauffement climatique, cela se saurait.",1.0
2023-03-31 10:19:56+00:00,JimPuj,@DessartPaula @CoolBreizh29 @Coriolan_qes @BFMTV Alors déjà je suis de votre côté et ensuite pas besoin de bosser dans la météo pour connaître le cycle de l'eau et prendre en considération tous les courants d'airs qui font que l'eau ne retourne pas forcément d'où elle vient. La banquise fond à cause du réchauffement climatique,1.0
2023-03-31 10:18:19+00:00,fimaform,"@BFMTV « Il était devenu ""éco-anxieux"" et obsédé par la catastrophe imminente du réchauffement climatique. » 
C’est pas l’IA qui l’a mis dans cet état-là. Faut pas dédouaner les médias, ONG et certains partis politiques.",1.0
2023-03-31 10:17:35+00:00,EchoCit,"Nouvelle #étude : les #animaux #sauvages contribuent à la lutte contre le #réchauffement climatique https://t.co/Zh9lxkv3QV
Zut, cela va à l'encontre des pseudo-naturalistes et des chasseurs !",1.0
2023-03-31 10:13:45+00:00,KaplanBen_Fr,"Il faut abandonner le concept physiquement faux et juridiquement flou ""d'énergie renouvelable"" et utiliser la  seule définition qui vaille pour lutter contre le réchauffement climatique, à savoir ""l'énergie décarbonée""(en privilégiant celle qui est pilotable ou stockable cf STEP)",-1.0
2023-03-31 10:12:43+00:00,Thinker_View,"@ryuconnor1 Les pertes de récoltes/rendements du réchauffement climatique, l'augmentation du prix des intrants, de l'énergie, de la guerre, augmentation de la demande avec en plus la spéculation pour pimenter. 
https://t.co/4p40uWiU79 https://t.co/QO0pJ5R749",1.0
2023-03-31 10:12:15+00:00,mariefranoiseM9,Nouvelle étude : les animaux sauvages contribuent à la lutte contre le réchauffement climatique https://t.co/XVAHdcDgj7,1.0
2023-03-31 10:01:21+00:00,CanadaArctique,"La glace couvre 98 % de la surface de l#Antarctique. Le réchauffement dû au changement climatique signifie que le 5e plus grand continent, et les êtres vivants qui dépendent de sa glace, risquent de changer à jamais. Lisez plus : https://t.co/eo0d7Bnd73 https://t.co/8ZmpHLtc6t",1.0
2023-03-31 09:58:58+00:00,satanadia6,"ah oui je fais l'annonce pcq y a un gros risque de faire faillite à cause du réchauffement climatique donc allez hop hop hop on fait le tri, on respecte la nature et tout le tralala et m@çron go go au lieu de faire 1 réforme de retraite on se concentre sur le climat ALLEZ",1.0
2023-03-31 09:56:08+00:00,KeitaIsaac4,"@ben_ouse @Bob05899943 @Yassayant69 @DamienRieu Nan le génie c'est qu'ils sont mieux isolés que toi avec 3x moins, c'est a cause des gens qui pensent comme toi que le réchauffement climatique est si grave aujourd'hui",-1.0
2023-03-31 09:55:23+00:00,PaysagesIroise,"@PPEEBPORG Avec un facteur de charge de 21,6% en 2022 (22,6% en 2021), et donc un backup fossile pour le reste, les promoteurs #éoliens qui prétendent lutter contre le réchauffement climatique maintiennent, au contraire, l'utilisation d'énergies fossiles pour suppléer leur intermittence. https://t.co/cRt1jFmGdR",1.0
2023-03-31 09:55:06+00:00,scalitofrite,"@_Pol__Pot @GuyBert65565386 @MaximCombes Et alors ?
C'est pas parce qu'il y a des chutes de neige qu'il n'y a pas de réchauffement climatique. 🤡",1.0
2023-03-31 09:54:47+00:00,lilly_bis,@DamienRieu Ouais et c’est ça qui va changer la phase du monde c’est ça qui retirer la réforme des retraite c’est ça qui va changer le réchauffement climatique non donc on s’en branle,-1.0
2023-03-31 09:51:37+00:00,haruheartless,"@MagaliReghezza Tout ça pour dire, ne vous inquiétez pas, le réchauffement climatique n'existe pas, et non les bassines ne sont pas des eaux stagnantes, et l'eau gèle pendant les canicules ! 
Je me demande à quel niveau de vide intellectuel vous vous abaissez.",1.0
2023-03-31 09:50:31+00:00,Strategie_Gouv,📺A suivre en attendant la suite prochaine des travaux menés par @pisaniferry avec #FranceStratégie sur l’impact macroéconomique de la lutte contre le réchauffement climatique.,-1.0
2023-03-31 09:48:08+00:00,WGAEXPERT,"@AlanHellequin @BzhJoshua @StevenTual_off C'est pas naturel le réchauffement climatique n'existe pas et cette tempête est provoqué par les militaires
Américain. https://t.co/QEFCyKMxg9",-1.0
2023-03-31 09:46:59+00:00,haruheartless,"@WatcrTrue @axelchanfrault @MacLesggy https://t.co/IlzEZBSyON

Je pense que n'importe quelle personne saine d'esprit peut comprendre à quel point Brunel est complètement aliénée, alors que les températures ont enregistré des records historiques dans le monde, c'est la seule à nier le réchauffement climatique (:",1.0
2023-03-31 09:44:47+00:00,AlbertRalebol,"@Mathelin13430 Arnaque escrologiste, après cocovid ,réchauffement climatique , Electricité pour bien angoisser les peuples 
faut leur expliquer le cycle de l’eau , 
évaporation, 🌤️
concentration nuageuse 🌩️
et attraction terrestre, elle retombe 
miracle il pleut ☔️☔️☔️☔️☔️☔️☔️",-1.0
2023-03-31 09:41:51+00:00,chrisbiardeau,Nouvelle étude : les animaux sauvages contribuent à la lutte contre le réchauffement climatique https://t.co/IHzO70WD1N,1.0
2023-03-31 09:41:42+00:00,dominiquebasten,@Mauve_Rebel Surtout quand on sait qu'ils sont contre les centrales nucléaires mais pour les centrales aux énergies fossiles favorisant le réchauffement climatique et le C02.  Cette position va à l'encontre du dernier rapport du Giec  @LaCapitale_be @ladh @lalibrebe @lavenir_net,1.0
2023-03-31 09:41:09+00:00,letoulouzain,"@PieuvreSympath1 @NiusMarco Non c'est surtout parce que votre tweet c'est pour dire les ""escrolo"" ou les ""fanatiques"" qui ont manifesté à sainte Soline contre le réchauffement climatique, pour les discréditer, or il n'y a que la coop de l'eau 79 qui justifie les méga bassines par le réchauffement 👇",1.0
2023-03-31 09:39:43+00:00,BoneSama,@seniors_macron Vive le réchauffement climatique,-1.0
2023-03-31 09:37:41+00:00,asclepios333,"@Sk52266624 @Jean2MotsPas100 @Rebotier2 @LouisBoyard Invente toi les prétexte et la vie que tu veux.
Tu racontes n'importe quoi pour te donner l'impression d'agir contre le réchauffement climatique.
Mais au final, tu n'auras aucun impact parce que tu cherches des cibles faciles et sans danger pour toi plutôt que des cibles utiles.",-1.0
